description,rate
trole wzrostowe zrobiły dobrą robotę gatulacje wyszedł szacun,1
sypania końca super hossa,1
wyniki,0
szybka piłka zapowiada sie wzrostowa sesja,2
szansa wzrosty dopiero zł,2
luka domknięta wracamy wzrostow,2
ubrani,1
ubierajom,1
poniedziałkowy wzrost gwizdek wolumeny same,2
potężne spadki biotonu wsparcie,1
leszcze rana pampersy pełne dady biedronki,1
leszcze sprzedawały,1
bioton naganiali stooq dni temu,1
knf sztuczny stwór malótkich,1
tygodnia wysyp nowych leszczy piękna cisza widać,1
wiec hameryka sypie paltunia wiosnę,1
trollowanie biotonie rana heheh kurs wzrośnie,1
piękne zbieranie,0
zasięg wzrostu zł,2
bioton małe odleszczenie wielki odlot,1
bioton małe odleszczenie wielki odlot,1
raport,0
piękna świeca wzrostowa widełki,2
wzrosty,2
sanok rubber q wyraźnym wzrostem wyników każdym poziomie,2
ssanok dał czadu wyniki cudo,0
grupa sanok rubber company powoli powraca ścieżkę wzrostu,2
dywidendy zarzad dostał podwyżki,0
decyzja sprawie dywidendy,0
brak dywidendy r,0
wzrost,2
perspektywy wzrostu martwi zakład meksyku,2
sanok mocną rekomendacją silnymi wzrostami,2
wzrosty,2
wyniki sanoka wielokrotnie przebiły konsensus,0
wyniki pierwszy kwartał zaskoczyć pozytywnie,0
wyniki super,0
dywidenda,0
rusza koniec spadków,1
zaczynamy powrót wzrostów,2
spadki wieksze niz kryzysu,1
mln zł dywidend grupy sanok rubber,0
cena akcji dywidendzie,0
wyzsza dywidenda realna pln,0
dalej spadki,1
dywidenda skromniej latach poprzednich,0
marccowa produkcja polsce wplynela wyniki sanoka,0
sanok szansami nadalszy wzrost,2
znowu wyniki plus,0
zysk super wyniki,0
dalej wzrosty,2
skad sie wzial wzrost zysku netto,2
mafia wabi leszczyne słodziutkie wpisiki zakupach potem sraka,1
miesiąc dni dywidendy,0
sanok stomil wyniki,0
wiecie raport miał stego,0
wza stomilu sanok dywidendzie,0
sanok trendzie wzrostowym,2
duży plus duży minus,1
zmiana terminu publikacji raportu q,0
testy okęciu trolle opowiadały widziały cd buhahaha,1
wzrosty,2
leszcze,1
opracowali wyniki mazur mówił testy okęciu,0
szambo wybiło cuchnie trolami,1
taniej zluzujcie majty szkoda waszego naganiania,1
opracowali wyniki testów pudełka,0
jutro wzrosty korekcie,2
sell in may sprzedałem ml jakiemus leszczowi siedze kapuscie,1
wzrostach,2
drogo tankej mało zysku koniec wzrostów,2
mlsystem analiza trend wzrostowy koniec korekty,2
wyniki,0
najpiękniejsza desperacja spadkowiczów,1
uwaga naganiacze wzrosty bedzie spadac,1
trole spadkowe obejrzyjcie zrozumiecie,1
wzrosty juz byly kazde espi mercu,2
prawdopodbne polozenie nieruchomosci espi mielec,0
ostrzegałem spekulacyjne wzrosty wspomnieniem,2
zasięg spadku rgr,1
napompowany balon leszczy,1
godnie planem troliki mile widziane,1
raport q zobaczymy firma radzi finansowo,0
pisk skowyt trolle,1
sypią jutro poniżej zł,1
środa dobry dzień espi,0
zawiera raport danych klinicznych,0
tfi rockbridge sa brak raportu,0
raport przydatności klinicznej urządzenia,0
odnośnie troli użytkowników forum,1
wyniki,0
ładnie czyszczą leszcza akcji,1
raport temat skierowany normalnych inwestorów ml analiza,0
trolli wielonikowców zgłaszać moderatora karmić,1
dramat ubranych,1
typowych wzrostów otwarcie luką infie,2
widać grubasy uciekają mercator,1
wyniki komunikat,0
czyżby zarząd sypał,1
akcjonariuszu ml przeczytaj podbij zanim zasypia setkami,1
wielkich wzrostach,2
zjazd trolejbusów,1
piszą duże wzrosty rok,2
ubrani prezydenta wystąp jedzie zamknąć lukę,1
zobaczcie mercatora cdp przykro ubranych zł,1
trole spadkowe ilu nabiorą,1
spada takim espi,0
wciaz espi sypaniu osob powiazanych wiecie znaczy,1
szybki powrót zł ogłoszenie oficjalnego raportu,0
sprzedawać leszczyki sezonowe,1
rosło trolli coraz mniej,1
chcą wyleszczyć,1
naganiacze spadki,1
ktos ciagle zasypuje popyt,1
automat przestawiony wzrosty,2
nowe espi mln brawo,0
kolejne minus,1
uwaga wzmożone spółdzielnie spadkowe,1
zwykle polsce banda troli lepiej znają,1
ostrzegałem straszyliście knfem stracili niech,1
raport badania dzień,0
zł kupowali sprzedają paranoja leszczy,1
prezes sypie sfinalizować dekoder,1
espi zakończeniu badań,0
espi,0
zna powód spadków,1
oj byki wybroniły zaczyna wodospad,1
leszcze sprzedaliscie,1
czuję kościach sesji dadzą espi,0
wysyp trolli spadkowych,1
brak reakcji knf manipulacje kursami,1
ktore leszcze sprzedały zł przyznac sie,1
sprzedawajcie leszcze chtnie tanio dokupię,1
zamiast straszyć knf lepiej wyślijcie info fakty tvn,1
wywiad sesją espi wyjaśniające wydłużenie testów pewnie,0
druga fala spadkowa,1
ech płotki leszcze,1
leszczy cykorów ba papierze,1
zdrowe czyszczenie leszczyny,1
ubrani wystomp,1
sie daliscie wyleszczyc,1
sprzedał zl wystomp,1
leszcze odkupują akcje pseudo infie,1
wyniki badań nalbliższych tygodniach link,0
leszcze panikują kupować,2
ciekawe pojawi espi dementi ze spółki,0
duda sprzedaje koniec bajki wzrostach,2
leszcze panikują kupować,2
prezes niepoważny najpoerw mówił wyniki,0
koniec balu ubrane leszcze,1
zbiorka spanikowanego leszcza potem dzida,1
pap raporty r,0
wyniki poszly gore x kurs x spadac,0
rozebrani akcji wystomp wyleszczemi wystomp,1
oj polecą zawiadomienia prokuratury knf nieprawdziwie informacje,1
termin raportu,0
wróciłam buy the dip mówi dziękuje leszcze,1
męczysław naganiacz związany,1
wyniki,0
zdaniem poniedziałek wyniki detektora,0
jakos zarzad osoby powiazane sypia,1
dywidenda juz usatlona dopiero maja ustaląc,0
witam pzu dywidenda zł ast,0
mamy wodospat,1
idom wzrosty mylion pińcet dziewieńctset,2
ogłoszeniu dywidendy zapowiada rajd okolicę zł,0
spadki zaczynają naiwnych sieją,1
gładkiego szansa wienkszom dywidędę,0
końcu wodospat widłowy pobutka,1
badziew ledwo zielono sypią,1
kolejny dzień spadków wskaźniki rozgrzane,1
cenach surowców zyskach podnieś dywidendę,0
exol okazja odcięciu dywidendy,0
pytanie dotyczące dywidendy,0
wzrost cen surowców powstrzymania,2
dywidenda czerwiec lipiec,0
cukier ukrainie leci łep szyję wodospat,1
zgłaszajcie trolli moderatorowi karm trolla,1
urwał wodospat,1
decyzja dywidendzie skupie akcji własnych lecimy,0
raport górne widły należą,0
surowce rolne powracają wzrostów,2
spółdzielnia wykorzystała raport sprzedała akcje frajerom,0
wyniki,0
wodospat widły dolne,1
ubrani wystompujcie trent spadkowy,1
dobre wyniki roczne astarta,0
wyniki som piękne ostatnio oddawał bezcen som niepoważni,0
wyniki super lepszy,0
piątek kolejny raport astarty,0
raport czytać,0
lepiej raport wygląda zlotówkach,0
b dobre wyniki,0
wyniki,0
raport,0
wyniki super czas zakupy,0
dzięki tanie akcję leszcze,1
poniedziałek wyniki macie typy zysk netto,0
ubrani wystomp,1
wyniki sesją sesji,0
raport wasde fatalny poniedziałek otworzy,0
min raport wasde gurna perełka,0
sesji wyniki podajmy prognozy wyników,0
rosja bierze ukrainę kleszcze,1
raport wansde mleko drogie cholera,0
raport wasde jutro,0
spora nagonka spadki rosło,1
oj leszczyno leszczyno,1
wyleszczeni,1
spadki odpowiedź,1
rozpędza fala spadkowa symptomy paniki,1
raport czego spodziewać,0
usa obsieją rekordowe obszary kukurydzą soją ochłodzi wzrostów,2
ludzie czytają wypociny trolowe,1
omówienie raportu wasde,0
raport fatalny jutro sie otworzy,0
jutro raport,0
kolejna fala wzrostowa,2
jakiego poziomu prognozujecie ruch spadkowy astarcie,1
zapytam wyniki astarty,0
najdłuższy wzrost indeksu cen żywności,2
wodospat dzień koleiny,1
mamy wodospat,1
duży potencjał wzrostu ceny pszenicy,2
ubrani wystompujcie,1
mamy wodospat,1
órwał wystompujcie powoli,1
kononiec bankrót ubrani wystompujcie,1
wyniki bunge,0
wodospat cókrze,1
potencjał wzrostu cukru kilkaset procent,2
potencjal wzrostu spolek spozywczych,2
nowe espi,0
wyniki astarty zapowiadają rekordowe czytać,0
znowu wodospat dzień dzien wodospat,1
ubrani wystomp,1
powód spadków,1
mamy wodospat,1
raport klimatyczny imigw wpływ rolnictwo,0
mfood super raport,0
rekordowy raport,0
poniedziałek wodospat gurne widły,1
szokujący wzrost surowce paszowe chinach,2
raport wasde,0
wodospad kukurydzy,1
mamy wodospat,1
mimut raportu,0
raport bendzie dobry jutro otworzy,0
madkom nowe espi,0
mamy wodospat,1
jutro warzny raport artur wie chodzi,0
szykóje czarna świeczka kntoem dziennym zwiastuje wodospat,1
szykuje korekta takich wzrostach,2
ubrani wystomp,1
ubierajo naiwnych ratuj,1
pięknie wzrosty potencjał czas spory,2
ubrani wystomp,1
ubrani wystomp,1
prognozowana dywidenda skup akcji,0
przesiadka kgn c wk c wróci dywidenda,0
baton dzis kiszonka wodospat,1
fala wzrostowa,2
wzywam naganiaczy odszczeka,1
zaraz zmiana kodu pocztowego wyniki iv kw,0
kukurydza notuje największy wzrost siedmiu miesięcy,2
pompa,2
forte podaje wyniki kwartał akcje drożeją,0
wyrównaniu kolejne wzrosty zapraszamy,2
kiepski raport,0
dobry raport,0
wyniki raport,0
niebawem silny impuls wzrostowy,2
jesli raport bedzie gorszy wynikow wstepnych,0
forte poprawi wyniki zwiększy zadłużenia,0
trend wzrostowy,2
forte wyniki iv kwartał reakcji,0
spółka pokazała wstępne wyniki iv kw rok,0
widzę potencjał wzrostowy,2
mocne poziomy wsparcia pomogą utrzymać wzrost kursu analiza,2
cormay ursus liderzy wzrostow brac kazda ilosc,2
koniec wzrostów potwierdzenie wolumenu analiza,2
forte wyniki kw rewelacja,0
forte koniec spadków,1
forte publikuje wyniki iii kwartał akcje dół,0
raport,0
cóż raportem,0
przesunięty raport q,0
spadki przesadzone,1
wstępne wyniki kw,0
indywidualni szanse automatami,0
dobre wyniki analiza,0
wyniki q,0
dodali nowy raport,0
nowy raport ze spółki,0
nowy raport,0
pojawił nowy raport,0
udostępnili raport,0
pojawił nowy raport,0
udostępnili raport,0
nowy raport ze spółki,0
nowy raport stronie,0
dywidenda,0
pojawił nowy raport,0
wyniki kw dramatyczne brak słów,0
rekomendacja spadki bedzie roslo,1
forte perspektywa znacznego wzrostu wyników,2
forte ładne wyniki mln przychodów najwięcej,0
dobra spółka sprzedawać,2
szansa dywidendę,0
ładne wyniki fotre mln przychodów mln,0
środę wyniki kwartał,0
naganiam bedzie szybki powrót zł,1
dywidenda forte,0
dywidenda,0
spokojnie wzrosty wkrótce powrócą,2
mega zyski kw cz lada chwila wysoka dywidenda,0
spółka dokładnie pokazuje jaka kara złe wyniki,0
słabsze wyniki połączeniu korektą,0
forte ostatni dzień skupu dywidenę polecam,0
widzę sypiecie stress,1
zarząd proponuje zł dywidendy akcję,0
wyniki q,0
dobry raport,0
forte raport roczny,0
forte pozytywny raport półroczny,0
q wyniki,0
zapowiedź dywidendy,0
raport q juz,0
mirbud wyniki ivq zysk netto mln v mln ivq,0
najważniejsza dywidenda,0
przestańcie wreszcie karmić trola,1
nadal słuchajcie trolli pisali zejściu poniżej zł,1
przybłędy giełdowe wyleszczone jedziemy dalej,1
dojenie leszczy,1
poziom kursu wyniki iv kw,0
normalna zdrowa korekta głupie trolle wyją,1
spadki,1
balony typu mercator cdproject spadki wartości rzeczywistej mirbud,1
tygodniu wzrosty,2
sypio cieniasy lol,1
mięczaki zaczęły oddawać pierwszych lepszych wzrostach,2
mirbud wyniki iiiq spostrzeżeń,0
odpisujcie trolowi,1
odpisujemy trolowi,1
wyniki grudnia,0
spolka fundamtami rekordowe wyniki,0
wzrosty,2
leszcz nakarmiony,1
kogo ubrałem ubranko ciepłe,1
kogo ubrałem ubranko ciepłe,1
dopiero początek wzrostow,2
super wieści wzrost stawek maksymalnych odpady,2
mobruk wzrost coraz większy wolumen kierunek zł,2
mo bruk indywidualnych,0
cdp mercator wzrosty,2
trolle spadkowe udzielają rosło,1
sprawdźcie wzrost utylizacji wyrobów medycznych,2
duży wzrost duży obrót wzrosty,2
wzrosty chłopcy powrót pewny,2
algorytm ustawiony wzrosty maszyną przegrasz,2
trolik pisał padaka kurs leszczu,1
skup akcji dywidenda,0
chcecie wzrostu geotrans,2
tajemnica dzisiejszego spadku wyjaśniona,1
zgłaszajcie knf,1
kriss stary trollu spółkach zaglądasz,1
średnia stopa redukcji zapisów dokonanych inwestorów indywidualnyc,0
sypać,1
wzrost kursu piątek dziwne,2
ksgagro agroliga arctic super wyniki,0
wyniki super,0
wyniki,0
rekordowe wyniki kw,0
raport roczny dalej,0
marca dzień dywidendy,0
kolejne umowy dywidenda,0
ładne wyniki,0
pojawił nowy raport,0
udostępnili raport,0
mobruk trend wzrostowy upadl,2
marca spotkanie inwestorami wyniki roczne,0
mo bruk złożył prospekt knf chce przejść newconnect gpw kwar,1
jutro wyniki ii kw,0
ktos juz zna jutrzejsze wyniki,0
pojawi strategia rozwoju banku pojawią wyniki,0
wyniki sa nastepujące,0
wyniki finansowe,0
ostatnie miejsce idą wzrosty,2
widzieliście raport cc espi,0
wyniki ivkw,0
astro s pozytywne espi e sport,0
raport roczny zmiana terminu,0
trend wzrostowy,2
gessner przestań naganiać bankruty,1
skad spadki,1
dystrybucja zbieranie,0
telgam trend wzrostowy,2
banki bos dalej pojdzie skonczy minusie,1
ciocho sza wzrosty,2
wyniki,0
minus spadly zyski bankow wiecej interia,1
przyczyny spadków wig banki,1
wyniki oceniacie,0
wyniki dobre słabo przyjęte rynek,0
bos tendencja wzrostowa domów maklerskich,2
wzrosty przejęcia,2
raport półroczny półrocze r,0
wyniki q bos najlepsze tle sektora,0
q bos zaprezentuje dobre wyniki,0
bos trend wzrostowy miesiące,2
sypnij akcji zbieram albumu,1
boś odrobił spadki lutego,1
zaczynają grubiej sypac,1
kujda odchodzi wzrosty,2
ostatnie słowo naganiania nikt obejmował akcji poniżej,1
wysypuje,1
najciekawszych zapowiedzi rekomendacji dywidendowych,0
wyniki całkiem niezłe,0
apator rekomendacja zł dywidendy ładnie,0
czekamy wyniki piątek,0
kurs wisi haku czeka spadki,1
świetne kontrakty świetne wyniki spółka gwiazda gpw,0
dywidenda,0
dywidenda świętach zaliczka grosz,0
dywidenda świętach zaliczka,0
obstawiacie dywidendy grudniu zł,0
dywidenda,0
grudniu zaliczka poczet dywidendy info zarządu,0
pewniak dywidenda grudniu świetne wyniki brawo apator,0
apator rok poprawił zysk netto wyniki podane,0
wyniki q przebity konsensus rewelacja zysk mega,0
jutro poniedziałek wyniki,0
kurs poszybuje niebo wyniki q lepsze q,0
wyniki q lepsze q pandemii,0
przyzwoite wyniki,0
szczęście płacą zł dywidendy sierpniu,0
wie wypłacona dywidenda zł brutto,0
wyniki finansowe apator super dywidenda,0
zarząd decyzja wypłaceniu dywidendy,0
brawo apator dywidenda,0
dywidenda zł komunikat,0
cena dywidenda,0
wyniki mln netto świetny wynik kurs akcji min zł,0
świetne wyniki poradzili świecie rozsnących kosztów brawo,0
apator akcja ostre wzrosty,2
wyniki,0
ędzie dywidendy ze sprzedaży działki mln zł,0
zmiany nieruchomościowe wpłyną wyniki apatora,0
zł dywidendy wpłynęło rachunek,0
apator zaliczka dywidendę wyższa,0
apator kwartał rzędu ze spadkiem zysku netto,1
spółka dobra perspektywami wypłaca dywidendę leci,0
skup akcji kaganiec hamulec ab wzrostów kursu,2
poniedziałek dywidenda apatora rekordzista wypłat,0
apator sumie zł dywidendy skup akcji własnych,0
wyniki apator stabilnie długoterminowo dywidendą,0
wyniki,0
luka spadkowa info,1
mln zysku większy zysk swietny raport,0
dywidendy,0
prima aprilis połączenie elkomtech control,1
dobre wyniki apator rośnie,0
wyniki kapitalne progres zysku brawo,0
wyniki ruszy ryneczku,0
apator dywidenda rok niższe rokiem,0
świętami gr zaliczki poczet dywidendy,0
wyniki byku brawo,0
wyniki kwartalne,0
wyniki dobre kurs spada słabiutki akcjonariat,0
ze względu świetny raport q apator najjaśniej świeci gpw,0
apator rewelacyjne wyniki pierwsze półrocze prognoza,0
pojawił nowy raport,0
nowy raport dostępny,0
nowy raport ze spółki,0
dostępny nowy raport,0
nowy raport,0
masz akcje masz dywidendę,0
jutro wojenka dywidendę ciekawie,0
dywidenda gr plus skup akcji własnych zł podjęte uchwały wza,0
pojawił nowy raport,0
udostępnili raport,0
ok cieniutkie wyniki,0
pojawił nowy raport,0
dostępny nowy raport,0
apator planuje wypłatę dywidendy łącznej wysokości mln zł,0
nowy raport stronie,0
nowy raport stronie,0
dywidenda skup akcji zł p t r,0
nowy raport,0
nowy raport stronie,0
nowy raport stronie,0
wzrosty spadki jutro,1
raport dostępny,0
dobry raport dostępny,0
dobry raport,0
raport spółki,0
raport spółki,0
apator sygnał techniczny wzrostowy,2
pojawił raport,0
apator sygnał techniczny spadkowy,1
pojawił raport,0
powody ostatniego spadku kursu,1
nowy raport,0
dywidenda,0
ostatnie wzrosty,2
dywidendowa perła skusi inwestora,0
apator raport iiiq,0
pora wzrosty,2
dywidenda,0
przyszłość decora dywidenda,0
wzrosty,2
sypnęło wiadomosciami,1
wyniki lepsze spodziewane,0
ustawka dywidende,0
apator czas wzrosty,2
wyniki iii,0
raport polrocze,0
przebilismy rgr minimalny zasięg spadku pln,1
apt dywidenda,0
apator powrót wzrostów analiza techniczna,2
wyniki itp rosja zakracila koniec skad rynki zl,0
apator troche spadków,1
mega wyniki zysk r r przychody,0
przynajmniej dywidenda bedzie,0
apator spółka uznanej marce trendzie wzrostowym,2
wyniki znacznie lepsze konsensusu,0
wyniki apatora lepsze prognoz,0
myślicie dobre wyniki,0
dywidenda sterydach,0
wyniki,0
czekają leszczy,1
akumulacja silniejszych rękach znaczący wzrost obrotów,2
znaczący wzrost obrotów,2
wyniki,0
wyniki,0
apator wyhamowanie spadków,1
dobre wyniki kurs spada,0
rekordowe wyniki iii kw poniedziałek,0
wypłata zaliczki poczet przewidywanej dywidendy zysku rok,0
wzrost,2
raport apator minin,0
raport,0
raport apator,0
relacja konferencji wyniki,0
raport bieżący,0
szykuje sie wybicie zł załap wzrost,2
leszczyyyyki,1
czytać komunikaty leszcze,1
apator ubranym szmate parkietu cnbc składamy kondolencje,1
rppi knf właściwym adresatem gorzkich żali opcje,1
odleszczanie odpałem zyla,1
zielono wzrosty,2
cig troll juz nicków,1
sypanko prawej lecimy południe,1
ciągle prawej sypie wagonami akcji,1
wzrosty potrwają długo,2
super wyniki roki,0
otwarte pole konkretnych wzrostów,2
ewaukacja jutro wodospad dół,1
wzrosty nieuniknione,2
porownanie potencjalu wzrostu spolek gamingowych gpw nc,2
franca dosypuje pkc,1
bob trolu smaruj ciga cie pociągnięty odpowiedzialnosci,1
wg rekomendacji dm cig dobrej drodze powtórzyć wzrost kursu,2
naganiacze rak forum,1
cig wszedł ścieżkę wzrostów,2
nowy raport stronie,0
nowy raport dostępny,0
przyśpieszenie trendu wzrostowego alumetalu,2
dywidenda,0
raport,0
dobry raport spółki,0
negatywny wpływ wyniki finansowe,0
nowy raport,0
nowy raport dostępny,0
pojawił raport,0
alumetal kontynuacja korekcyjnych wzrostów,2
raport dostępny,0
nowy raport,0
nowy raport dostępny,0
wyniki półrocze v konsensus,0
wzrost cen aluminium światowych rynkach,2
raport dostępny,0
raport spółki,0
raport q,0
wyniki,0
zn zmian zł dywidendy,0
spadki sprzedaży akcji głównego akcjonariusza,1
alumetal kontrolowany grzegorza stulgisa zamk,1
dywidenda,0
dywidenda,0
wyniki iv kwartał,0
przyspieszony raport,0
alumetal liczy przejściowym spadkiem marż r,1
świetnie wyniki pierwsze półrocze,0
dywidenda,0
odcięcie dywidendy poniżej zł,0
raport kw r,0
kęty bdb wyniki alumetalu podobnie,0
wzrost,2
dywidenda,0
spadki,1
dywidendy akcję,0
sprzedawać dobra spółka rekordowe wyniki,2
zysków dywidendę,0
wyniki super d wzrost akcje,2
